"","...1","ID","net_inc_percap2019","net_inc2019","plr","year","Nom","udc","pdc","ps","pes","pvl","pbd","pev_pcs","perc","dec","taux_participation"
"1668",1668,6140,30741,83,17.1,2019,"Saillon",12.4,41.4,13.5,10.9,0.6,NA,1.8,25,3,56.7
"1669",1669,2041,34382,63,27.1,2019,"Saint-Aubin (FR)",19.5,18.9,17.4,4.5,4.9,0.8,4.7,47,5,45.3
"1670",1670,5535,36675,29,16.4,2019,"Saint-Barthélemy (VD)",30.8,13.4,13.1,11.6,7.1,0.5,1.3,60,7,39.7
"1671",1671,6459,44641,146,30.4,2019,"Saint-Blaise",7.7,4,17.1,18.6,15.8,NA,NA,85,9,49.5
"1672",1672,6758,28779,6,1.6,2019,"Saint-Brais",28.8,30.9,13.1,16.2,NA,NA,9.4,15,2,50.8
"1673",1673,5727,40383,105,16.6,2019,"Saint-Cergue",23.1,6.3,15.2,17.7,10.5,0,3.2,76,8,33.6
"1674",1674,5434,42584,45,23.1,2019,"Saint-George",20.6,2.6,14.6,19.3,11.5,0.1,0.8,81,9,46
"1675",1675,6155,30841,30,28.9,2019,"Saint-Gingolph",21.9,17.8,17.3,9.6,1.7,NA,0.6,26,3,46
"1676",1676,443,27673,142,12.9,2019,"Saint-Imier",25.1,5.6,21.4,17.3,4.1,1.7,3.7,10,1,29.9
"1677",1677,5435,44120,30,19.8,2019,"Saint-Livres",22.4,3.7,15.9,22.4,8.3,0.3,1.2,85,9,50
"1678",1678,5888,55974,294,28.9,2019,"Saint-Légier-La Chiésaz",15.2,3.2,17.8,18.4,10.5,0.3,1.6,94,10,50.2
"1679",1679,6246,31181,76,23.6,2019,"Saint-Léonard",13.6,33.1,15,10.6,0.4,NA,0.9,28,3,61.4
"1680",1680,2335,31378,32,9,2019,"Saint-Martin (FR)",28.9,17.1,15.9,15.2,5.1,1,5.3,29,3,41.6
"1681",1681,6087,28859,24,12.4,2019,"Saint-Martin (VS)",16,46.4,12.3,8.6,0.1,NA,0.2,15,2,66.9
"1682",1682,6217,24784,113,22,2019,"Saint-Maurice",10.2,34.1,15.4,11.5,0.7,NA,4.9,4,1,52.9
"1683",1683,5436,43144,19,27.6,2019,"Saint-Oyens",27.2,3.8,14.1,16.4,3.6,1,2.6,83,9,47.5
"1684",1684,5646,48798,281,27.2,2019,"Saint-Prex",16.1,2.5,18.1,18.8,10.8,0.6,1.3,90,9,43.2
"1685",1685,5610,49120,19,24.4,2019,"Saint-Saphorin (Lavaux)",12.2,4.7,17.8,19.8,10.7,0.6,2.6,90,9,56.3
"1686",1686,5648,55981,263,32.6,2019,"Saint-Sulpice (VD)",13.5,2.8,15.9,19.8,10.7,0.2,0.6,94,10,52.5
"1687",1687,5568,25629,125,14.5,2019,"Sainte-Croix",29.1,1,26.1,15.9,4.5,0.3,1.5,5,1,42.2
"1688",1688,4851,51442,70,12.1,2019,"Salenstein",39.3,11.7,11.3,15,7.2,1.7,0.9,92,10,49.7
"1689",1689,6113,33118,51,3.9,2019,"Salgesch",23.7,59.5,7.1,4.9,0.2,NA,0.5,40,4,71
"1690",1690,4441,29021,43,5.3,2019,"Salmsach",32.5,8.7,27.3,12.3,6.6,2,2.7,16,2,37.2
"1691",1691,6218,31537,45,34.1,2019,"Salvan",7.2,30,12.6,14.7,0.3,NA,0.7,30,3,62.9
"1692",1692,3786,42905,125,21.5,2019,"Samedan",27.1,7,17.9,6.8,7.6,12.1,NA,82,9,41.8
"1693",1693,3752,31049,24,17.4,2019,"Samnaun",55.6,14.4,2.1,1.2,2.6,6.6,NA,27,3,32.2
"1694",1694,3835,32966,28,14.8,2019,"San Vittore",39.1,9.2,27.2,4.8,1.3,3.7,NA,39,4,33.8
"1695",1695,5017,29284,74,27.8,2019,"Sant'Antonino",12.3,24.1,10.6,7.5,0.5,NA,NA,17,2,49.5
"1696",1696,3810,60667,7,2.1,2019,"Santa Maria in Calanca",56.3,10.5,18.4,10,2.1,0.5,NA,96,10,43.2
"1697",1697,3296,32410,201,12.9,2019,"Sargans",27.3,23.5,13.8,9.7,9.7,0.5,1,35,4,44.7
"1698",1698,4076,36511,107,14.1,2019,"Sarmenstorf",42.1,10.9,11.1,6.4,6.9,3.5,2.7,59,6,43.9
"1699",1699,1407,63281,662,9.7,2019,"Sarnen",30.3,44.6,3.5,NA,NA,NA,NA,97,10,56.8
"1700",1700,6638,40145,172,21.5,2019,"Satigny",13.6,8.9,9,25.3,7.8,0.3,1.1,75,8,45.8
"1701",1701,1371,39039,75,17.9,2019,"Sattel",45.3,25.3,7.7,0.9,2.9,NA,0,71,8,52.9
"1702",1702,5437,35454,15,13.5,2019,"Saubraz",35.7,1.5,15.8,16.7,8,0.1,0.2,54,6,39.5
"1703",1703,449,31492,26,3.9,2019,"Sauge",27.8,5.5,14.9,18.9,10.5,1.8,2.5,30,3,30.8
"1704",1704,6722,27377,7,2.3,2019,"Saulcy",18.2,23.4,14,11.7,NA,NA,30.4,9,1,50.5
"1705",1705,707,23084,4,2.1,2019,"Saules (BE)",64.4,0.3,3.9,10.4,4.8,5.8,3.4,2,1,50.4
"1706",1706,5611,42757,143,33.7,2019,"Savigny",14.9,2.2,15.4,20.5,7.4,0.1,0.5,82,9,49.8
"1707",1707,6265,36531,285,19.6,2019,"Savièse",18.1,23.5,24.6,10.5,0.5,NA,0.9,60,6,64.1
"1708",1708,5221,45193,99,16.5,2019,"Savosa",13.3,24,10.3,12.9,2.1,NA,NA,86,9,55
"1709",1709,591,23343,2,2.5,2019,"Saxeten",75.1,0,3.7,7.2,0.4,2.7,2.9,3,1,44.6
"1710",1710,6141,25227,154,23.8,2019,"Saxon",23,17.6,21.9,9.7,0.7,NA,0.6,4,1,42.5
"1711",1711,2939,35980,1317,9.6,2019,"Schaffhausen",32.8,1.9,32.1,8,6.6,NA,2.1,57,6,57.7
"1712",1712,4207,35641,108,12.1,2019,"Schafisheim",34,5.1,17.6,10.5,7.7,4.9,3.9,55,6,45.3
"1713",1713,906,20539,19,2.6,2019,"Schangnau",79.7,0.2,1.5,3.1,1.8,6.7,0.7,1,1,54.2
"1714",1714,3638,32285,26,10.1,2019,"Scharans",29,8.8,23.1,8.5,11.3,9.3,NA,34,4,49.7
"1715",1715,1213,33122,179,NA,2019,"Schattdorf",40.6,39.9,17.7,NA,NA,NA,NA,40,4,45.9
"1716",1716,786,28947,16,4,2019,"Schattenhalb",62.5,2.1,5.8,6.8,7.2,6.9,1.2,15,2,43.4
"1717",1717,708,13374,0,0,2019,"Schelten",35.8,11.8,6.6,30.9,5.9,0,0,1,1,25.7
"1718",1718,1099,54688,165,19.4,2019,"Schenkon",28.1,27.8,7.5,9.6,7,NA,0.3,94,10,54.9
"1719",1719,747,45719,20,7.6,2019,"Scheuren",44.1,1,11.7,8.8,7.9,12.3,3.2,87,9,38.4
"1720",1720,3962,27139,73,11.1,2019,"Schiers",43.1,5.5,18.9,4.9,8.6,7.8,NA,9,1,37.9
"1721",1721,4125,37447,85,21,2019,"Schinznach",31.1,3.9,11.4,13.9,6.2,3.2,6.4,64,7,53.4
"1722",1722,4114,37021,50,18.5,2019,"Schinznach-Bad",35,8.2,15.3,6.4,5.5,2,3.5,62,7,46.5
"1723",1723,4546,36156,64,9.8,2019,"Schlatt (TG)",44.4,9.6,9.5,8.1,8.1,1.9,3.4,58,6,44.6
"1724",1724,226,33498,26,5.3,2019,"Schlatt (ZH)",42.7,2.1,12.2,15.9,7.5,1.5,5.8,42,5,53.8
"1725",1725,3104,36830,42,NA,2019,"Schlatt-Haslen",34.1,56.1,8.8,NA,NA,NA,NA,61,7,47.4
"1726",1726,98,41094,31,8.6,2019,"Schleinikon",43.5,2.2,9.8,13.6,10.7,1,3.9,78,8,47.2
"1727",1727,2952,31689,52,10.4,2019,"Schleitheim",48.1,1.8,19.9,4.2,2.9,NA,2.6,30,4,62.2
"1728",1728,1100,34493,32,26.3,2019,"Schlierbach",26.3,31.8,3.5,6.7,3.8,NA,0.2,48,5,57.5
"1729",1729,247,31766,597,11.1,2019,"Schlieren",28,7.3,20.9,11.1,13.5,1.6,2.7,31,4,28.6
"1730",1730,4142,33966,28,6.8,2019,"Schlossrued",48.8,4,6.9,6.6,4.5,2.4,15,45,5,43.5
"1731",1731,3582,29556,18,3.3,2019,"Schluein",31.2,40.2,5.8,3.4,11.2,4.9,NA,18,2,35
"1732",1732,3338,35937,135,18.2,2019,"Schmerikon",34.6,13.8,9.7,13.5,6.8,0.8,1.2,57,6,38.5
"1733",1733,4143,28565,33,3.7,2019,"Schmiedrued",51.5,2.6,9,9,5.4,2.5,10.6,14,2,40.8
"1734",1734,2305,36462,147,8.2,2019,"Schmitten (FR)",20.5,25.5,19.4,13,5,1.1,5.9,59,6,47.6
"1735",1735,3514,32092,7,9.3,2019,"Schmitten (GR)",42,24.8,8.7,2,3.9,9.3,NA,33,4,41.8
"1736",1736,4318,42212,63,9.5,2019,"Schneisingen",37.4,13.6,11.5,8.9,8.1,4.4,1.8,80,8,48
"1737",1737,2461,39016,44,25,2019,"Schnottwil",30.8,4.6,16.1,7.4,10.1,4.4,0.7,71,8,44.6
"1738",1738,1041,34982,36,9.8,2019,"Schongau",39.7,30.2,4.8,6.9,7.8,NA,0.6,51,6,46.5
"1739",1739,4259,40240,32,11.5,2019,"Schupfart",44.1,19.1,6.1,5.2,3.4,6.8,0.7,75,8,49.9
"1740",1740,4176,34018,23,9.5,2019,"Schwaderloch",59.8,7.7,9.1,3.3,3.3,1,2.9,45,5,35.3
"1741",1741,748,33713,23,8.3,2019,"Schwadernau",42.6,0.6,9.9,6.3,11.5,9.7,4,43,5,41.6
"1742",1742,592,31314,20,8.1,2019,"Schwanden bei Brienz",36.7,0.8,14.8,8.1,14.3,4.6,3.6,28,3,48.5
"1743",1743,1066,32189,56,22.5,2019,"Schwarzenberg",35.7,22.7,6.7,6.3,4.7,NA,0.8,34,4,54.1
"1744",1744,855,32121,217,6.7,2019,"Schwarzenburg",38.6,1.1,15.9,11.4,7.3,8.1,3.3,33,4,48.3
"1745",1745,341,34825,18,6.8,2019,"Schwarzhäusern",49.6,1.1,17.1,4.9,4.9,6.8,1.9,50,5,45
"1746",1746,3004,28813,44,29.7,2019,"Schwellbrunn",67.8,NA,NA,NA,NA,NA,NA,15,2,50.9
"1747",1747,3105,35262,77,NA,2019,"Schwende",29,61.3,8.6,NA,NA,NA,NA,53,6,51.3
"1748",1748,937,26403,6,2.6,2019,"Schwendibach",50.2,1.3,4.8,5.3,2.6,9.4,5.4,6,1,51.5
"1749",1749,197,40208,208,14.1,2019,"Schwerzenbach",27.2,4.6,13.6,12.1,17.2,3.8,4.4,75,8,43
"1750",1750,1372,38726,590,19.8,2019,"Schwyz",30.1,25.4,17.7,3.2,3.4,NA,0.5,70,7,53.1
"1751",1751,3315,29549,115,10.6,2019,"Schänis",42.4,20.2,6.9,8,6.6,1.1,1.3,18,2,39.7
"1752",1752,99,45329,62,13.2,2019,"Schöfflisdorf",39.5,3.4,9.8,9.6,13.5,1.7,4,86,9,49.6
"1753",1753,4144,37619,167,15.8,2019,"Schöftland",34.4,4.4,14.4,7.6,7,2.5,7.2,65,7,46.5
"1754",1754,2774,52214,74,19.8,2019,"Schönenbuch",24.1,11,17.7,17.2,6.2,1,2.9,92,10,46.1
"1755",1755,3003,27943,15,28.7,2019,"Schönengrund",70.2,NA,NA,NA,NA,NA,NA,11,2,45.3
"1756",1756,2583,29637,147,21.5,2019,"Schönenwerd",25.7,8.6,21.3,12.6,5.5,1.9,1.4,19,2,38.1
"1757",1757,4756,30626,26,6.5,2019,"Schönholzerswilen",49.1,15.7,6.7,7.7,4.5,5,4.1,24,3,48.4
"1758",1758,1143,28997,131,14.7,2019,"Schötz",28.5,37.6,6.6,6.5,4.3,NA,1.1,15,2,41.7
"1759",1759,1346,34668,319,20.3,2019,"Schübelbach",42.5,12.5,16.7,2.4,4.3,NA,1.2,49,5,37.5
"1760",1760,311,37546,142,6,2019,"Schüpfen",32.4,0.9,16.8,12.8,8.8,13.5,3.2,65,7,50
"1761",1761,1008,26908,113,9.4,2019,"Schüpfheim",33.6,38.2,7.7,6.5,3.8,NA,0.4,8,1,60.6
"1762",1762,3762,32152,149,13.7,2019,"Scuol",24.5,7.2,21.8,11.5,6.8,14.6,NA,34,4,42.6
"1763",1763,988,29800,46,3.8,2019,"Seeberg",38.7,0.8,11.2,7.9,6.3,20,2.3,19,2,48.5
"1764",1764,312,36459,112,4.3,2019,"Seedorf (BE)",43.2,0.8,9.4,9.1,5.4,14.9,4.2,59,6,51
"1765",1765,1214,30695,58,NA,2019,"Seedorf (UR)",35,47.7,16.2,NA,NA,NA,NA,25,3,51.5
"1766",1766,119,41896,60,11.7,2019,"Seegräben",34.4,2.5,13.2,15.9,12.3,2.2,4.3,80,8,53
"1767",1767,709,19325,1,0,2019,"Seehof",75,1.1,0.9,5.3,0.4,2,1.8,1,1,41.1
"1768",1768,1215,33414,23,NA,2019,"Seelisberg",39.5,41.9,16.3,NA,NA,NA,NA,41,5,37.1
"1769",1769,4208,46961,192,18.5,2019,"Seengen",40.3,6.4,9.5,8.2,8.1,3.5,3,88,9,54.4
"1770",1770,2480,41583,42,17.6,2019,"Seewen",29.2,23.2,11.7,8.3,5.1,2,0.2,79,8,42.6
"1771",1771,3972,31336,43,10.7,2019,"Seewis im Prättigau",38.7,6.9,15.4,6.3,10.1,11.8,NA,29,3,39.6
"1772",1772,883,32548,70,4.2,2019,"Seftigen",42.3,1.2,13,7.5,8.7,7.9,8.6,36,4,47.6
"1773",1773,2833,52059,67,18.3,2019,"Seltisberg",25.7,5.3,17.8,22.5,4.9,1.3,4.3,92,10,57.4
"1774",1774,2556,35256,121,15.4,2019,"Selzach",27,25.6,15.4,6.6,5.5,2.6,1,53,6,40.4
"1775",1775,6035,25893,27,21.5,2019,"Sembrancher",21.3,35,9.5,8.6,2.4,NA,1,5,1,52.2
"1776",1776,1102,42367,178,16.2,2019,"Sempach",18,32.8,10.7,11.9,8.3,NA,1.3,81,9,59.3
"1777",1777,2336,31636,45,21.9,2019,"Semsales",26.8,20.5,17.9,5.6,3.8,0.1,2,30,3,44.3
"1778",1778,5499,45527,22,37,2019,"Senarclens",24.7,2.4,10.4,12.1,6.8,0.2,2.6,87,9,46.3
"1779",1779,3274,32846,186,18.6,2019,"Sennwald",38.7,13.6,9.5,6.8,6,0.2,3.9,38,4,38.6
"1780",1780,2225,29841,4,10.2,2019,"Senèdes",37.2,6.4,17.5,15.6,3.3,0.5,3.8,20,2,57.3
"1781",1781,4209,34857,182,10.8,2019,"Seon",35.9,8.2,16.8,10.6,6.7,3.2,3.2,50,6,45.1
"1782",1782,5762,36208,5,19.2,2019,"Sergey",38.8,0,11.9,21.5,5.8,0.1,2.4,58,6,48.5
"1783",1783,5050,30709,64,18.4,2019,"Serravalle",12.6,22.5,12.9,8.8,1.2,NA,NA,25,3,50.1
"1784",1784,5799,40305,80,24.8,2019,"Servion",17.2,2.2,19.1,21.6,8.2,0.4,1.8,75,8,45.3
"1785",1785,5222,31590,22,13.3,2019,"Sessa",16.5,20.7,12.8,14.3,1.4,NA,NA,30,3,48.8
"1786",1786,227,49415,368,17.7,2019,"Seuzach",36.5,4.3,10.9,7.6,11.4,1.6,6.3,90,9,46.7
"1787",1787,3275,30500,156,19.7,2019,"Sevelen",36.3,10.1,13.4,7,4.5,0.4,4.7,24,3,38.8
"1788",1788,2953,36657,32,8.5,2019,"Siblingen",40.6,1.3,22.8,5.5,6.4,NA,1.9,60,6,59.3
"1789",1789,6248,27947,471,20.2,2019,"Sierre",13.8,27.7,21,13.3,0.7,NA,1.4,11,2,52.6
"1790",1790,4319,34417,22,6.9,2019,"Siglistorf",48.1,10.4,10.2,8.4,4.2,3,4.6,47,5,46.7
"1791",1791,907,26477,69,4.1,2019,"Signau",49.3,0.6,10,5.4,4.1,13,5.2,7,1,48.9
"1792",1792,5728,51809,31,31,2019,"Signy-Avenex",22.2,3.1,14.4,13.5,12.1,0,1.2,92,10,44.8
"1793",1793,938,36944,178,6.5,2019,"Sigriswil",51.6,1.3,9.3,8.6,6.2,6.7,2.5,62,7,54.7
"1794",1794,1216,27776,54,NA,2019,"Silenen",37.7,46.5,13.6,NA,NA,NA,NA,10,2,37
"1795",1795,3640,27555,26,14.1,2019,"Sils im Domleschg",39.1,6.8,14.5,3.6,6.4,15.5,NA,10,1,41.9
"1796",1796,3789,45509,32,35.9,2019,"Sils im Engadin/Segl",20.6,4.8,15.4,3.8,7.3,12.3,NA,87,9,45.2
"1797",1797,3790,73358,83,39.7,2019,"Silvaplana",26.9,6,8.7,3.5,6.8,8.2,NA,98,10,35.7
"1798",1798,6009,34094,10,1.3,2019,"Simplon",26,61.5,6.1,1.5,3.6,NA,0,45,5,70.1
"1799",1799,4239,35561,152,11.8,2019,"Sins",33.6,24.8,7.6,7.6,7.7,2.7,1.7,55,6,40.2
"1800",1800,6266,31886,1107,15.9,2019,"Sion",14,24.8,21.5,18.5,0.8,NA,1.6,32,4,51.7
"1801",1801,4761,36036,281,12.1,2019,"Sirnach",37.5,18.3,10.5,9.1,5.8,1.9,2.4,57,6,38.6
"1802",1802,499,32667,20,4.8,2019,"Siselen",48.5,0.4,10.9,6.2,8,16.1,3.5,37,4,45.7
"1803",1803,1217,31904,12,NA,2019,"Sisikon",50.6,31.5,16.9,NA,NA,NA,NA,32,4,39.6
"1804",1804,2861,43340,290,18.8,2019,"Sissach",21.7,3.2,18.5,29.5,3.9,0.7,3.7,83,9,50.2
"1805",1805,4177,39733,64,8.2,2019,"Sisseln",42.7,6.4,15.3,6.9,11.3,2.2,1.4,73,8,30.4
"1806",1806,2099,32265,74,17.6,2019,"Siviriez",29.8,15.1,21.3,7.7,3.1,0.3,2.4,34,4,42.5
"1807",1807,3823,34285,11,28.9,2019,"Soazza",39.4,6.9,14.3,3.2,1.9,5.4,NA,46,5,40.4
"1808",1808,2601,42863,726,19.7,2019,"Solothurn",12.3,8.8,24.9,20.6,9.6,1.8,0.9,82,9,53.4
"1809",1809,4446,30078,18,3.4,2019,"Sommeri",50.4,10.5,7.4,14,6.6,1,4.5,21,3,45.6
"1810",1810,444,28622,56,4,2019,"Sonceboz-Sombeval",24.5,6.3,18.4,13.1,6.8,2.9,9.9,14,2,30.6
"1811",1811,5129,25272,2,4,2019,"Sonogno",15.1,17.3,27.1,14.7,0,NA,NA,4,1,36.5
"1812",1812,445,26123,32,4.9,2019,"Sonvilier",38.7,2.9,11.3,16.7,5.9,3.8,3.3,6,1,30.5
"1813",1813,6639,54537,52,24,2019,"Soral",14.1,16.4,6.1,24.7,3.4,0.4,0.7,93,10,47.6
"1814",1814,5225,50524,93,22.2,2019,"Sorengo",10.3,24.1,14.6,10.8,2.4,NA,NA,91,10,54.2
"1815",1815,2153,32919,37,28.6,2019,"Sorens",15.6,15.2,19,11.8,4.1,0.1,1.5,38,4,51.6
"1816",1816,711,29781,9,1.3,2019,"Sorvilier",30.4,22,18.7,11.3,3.3,0.5,0.3,19,2,33.3
"1817",1817,6759,29072,4,8,2019,"Soubey",30,29,15,12,NA,NA,6,16,2,35.4
"1818",1818,6724,31861,14,4.8,2019,"Soyhières",50.6,7.7,15.2,12.9,NA,NA,8.7,32,4,46
"1819",1819,3023,40381,178,66.9,2019,"Speicher",30.5,NA,NA,NA,NA,NA,NA,75,8,47.6
"1820",1820,768,36161,465,7.9,2019,"Spiez",27.9,1.5,13.9,11.6,11.7,9.1,7.3,58,6,49.7
"1821",1821,1218,22020,18,NA,2019,"Spiringen",45.8,48.2,5.2,NA,NA,NA,NA,2,1,37.8
"1822",1822,4040,26127,315,10.3,2019,"Spreitenbach",35.3,10.6,19.9,7.5,8.1,2.6,2.5,6,1,26
"1823",1823,2302,33470,70,8.4,2019,"St. Antoni",32,29.8,12.3,9.1,3.6,1.1,2.3,42,5,45.2
"1824",1824,3203,34566,2630,14.3,2019,"St. Gallen",16.5,12.6,24.4,17.4,10.9,0.5,1.7,48,5,42.9
"1825",1825,3236,27176,162,17.1,2019,"St. Margrethen",39,15.6,15.3,5.5,3.6,0.7,0.8,9,1,35.4
"1826",1826,3787,73752,360,34.1,2019,"St. Moritz",29.4,9.2,8.9,4.6,5.5,8.3,NA,98,10,43.7
"1827",1827,6292,27030,60,1.2,2019,"St. Niklaus",36.8,53.8,5.6,2.2,0.2,NA,0,8,1,53.6
"1828",1828,2303,29600,29,10.7,2019,"St. Silvester",46.4,19.1,9.1,4,3.1,0.4,4.8,18,2,38.3
"1829",1829,793,23371,31,4.4,2019,"St. Stephan",64.1,0.5,3.4,3.9,3.7,4.4,0.8,3,1,62.9
"1830",1830,2304,32318,43,9.1,2019,"St. Ursen",25.5,26.5,12,12.6,5.9,0.4,6,35,4,49.2
"1831",1831,5266,30303,137,21.9,2019,"Stabio",9.4,16.5,13.6,11,0.5,NA,NA,22,3,49.5
"1832",1832,100,40128,92,10.4,2019,"Stadel",52.1,3.7,6.6,10.2,8.3,1.8,2.1,75,8,42.9
"1833",1833,4284,31225,41,8.2,2019,"Staffelbach",53.2,5.1,9.9,5,7.1,4.7,4.8,28,3,40.1
"1834",1834,6293,32240,34,1.5,2019,"Stalden (VS)",30.1,62.4,2.7,2.6,0.7,NA,0,34,4,64.6
"1835",1835,6294,31801,17,1.5,2019,"Staldenried",21.1,64.1,10.9,1.4,1,NA,0,31,4,73.6
"1836",1836,13,52073,196,14.7,2019,"Stallikon",35.6,4.6,14.3,10.6,15.7,1,1.8,92,10,47.5
"1837",1837,292,37468,105,20.4,2019,"Stammheim",37.1,2.1,9.7,10.3,10.1,2.4,3.8,64,7,57.4
"1838",1838,1509,41066,339,NA,2019,"Stans",54.8,45.2,NA,NA,NA,NA,NA,78,8,52.4
"1839",1839,1510,53616,248,NA,2019,"Stansstad",62.3,37.7,NA,NA,NA,NA,NA,93,10,47.1
"1840",1840,2584,45226,77,25.6,2019,"Starrkirch-Wil",17.3,9.3,25.6,13.4,5.6,1,1.5,86,9,57.4
"1841",1841,4210,44531,173,13.7,2019,"Staufen",27.3,8.2,15,11.3,12,4.1,4.7,85,9,51.1
"1842",1842,4864,39572,148,12.7,2019,"Steckborn",33.8,9.5,16.8,14.9,7.8,1.9,1.8,73,8,43.9
"1843",1843,939,35125,551,8.5,2019,"Steffisburg",30.1,1.2,12.9,11.4,10.1,7.2,8.9,52,6,46.6
"1844",1844,6204,30443,49,0.9,2019,"Steg-Hohtenn",27,64.6,4.3,2.8,0.3,NA,0.1,23,3,73.1
"1845",1845,4260,36275,116,15.3,2019,"Stein (AG)",30.1,15.9,18.7,6.2,5.8,1.7,1.7,58,6,36.6
"1846",1846,3005,35657,49,44.3,2019,"Stein (AR)",55.1,NA,NA,NA,NA,NA,NA,55,6,49.8
"1847",1847,2964,37733,132,10.9,2019,"Stein am Rhein",41,2.6,24.8,6.5,7.8,NA,2.9,66,7,57.9
"1848",1848,3217,35033,126,13.4,2019,"Steinach",36.9,19.2,12,8.8,5.7,0.2,1.6,51,6,37.3
"1849",1849,1373,33910,122,19.4,2019,"Steinen",34.8,23.1,14.8,3.4,3.6,NA,0.8,44,5,49.5
"1850",1850,1374,34784,33,14.7,2019,"Steinerberg",56.4,13.5,7.8,2.4,4.3,NA,0.9,50,5,48.2
"1851",1851,1708,49187,498,15.6,2019,"Steinhausen",24,23,8.7,22.2,5.6,NA,0.9,90,9,49.7
"1852",1852,101,38878,140,11.5,2019,"Steinmaur",38.7,4.2,10.6,10.5,11.5,2,3.7,70,7,46.5
"1853",1853,4041,38986,86,13.5,2019,"Stetten (AG)",35.4,11.9,12.8,7.1,7,5.6,3.7,71,8,41.9
"1854",1854,2919,49966,69,20.9,2019,"Stetten (SH)",39.8,2.8,20.4,3.4,6.9,NA,1.6,91,10,73.4
"1855",1855,4606,45423,56,11.7,2019,"Stettfurt",34.3,13.7,10,10.2,11.3,2.4,3.2,86,9,51.7
"1856",1856,358,40559,127,13.9,2019,"Stettlen",22.2,2.8,14.3,10.8,11.8,16.4,3,76,8,54.1
"1857",1857,770,28774,29,1.9,2019,"Stocken-Höfen",57.6,1,6.8,6.7,7.7,6.2,3.3,14,2,41.2
"1858",1858,4285,31662,154,9.7,2019,"Strengelbach",34.7,4.9,17.9,10.3,7,2.7,8.9,30,4,41.6
"1859",1859,749,30454,101,8.3,2019,"Studen (BE)",37.5,1.8,12,8,8.1,13.2,4.6,23,3,36.1
"1860",1860,158,54442,801,16.9,2019,"Stäfa",25.1,4.2,17.3,12.2,16.9,1.1,3,93,10,52.6
"1861",1861,2499,39433,44,24,2019,"Stüsslingen",27.5,15.4,10.2,9.5,6.5,2.5,2.5,72,8,49.6
"1862",1862,2532,35685,113,20.8,2019,"Subingen",24.3,15.4,21.5,7.5,4.8,2.4,0.7,56,6,42.4
"1863",1863,5929,34999,23,23.5,2019,"Suchy",27.7,2.1,16.7,15.6,4.8,0.7,2.7,51,6,46.1
"1864",1864,3695,26972,4,12.3,2019,"Sufers",27.7,3.8,9.6,3.1,5.4,38.1,NA,8,1,52.5
"1865",1865,4012,32010,335,15,2019,"Suhr",22.6,5.5,23.9,12.8,8.6,2.6,6.3,33,4,46.8
"1866",1866,4506,31508,123,11.2,2019,"Sulgen",39.8,10.7,13.7,7,6.2,2.6,1.3,30,3,40.8
"1867",1867,5501,43014,44,25.6,2019,"Sullens",25.8,1.7,13.3,15.1,13.7,0.2,0.7,82,9,40.8
"1868",1868,957,26422,133,6.3,2019,"Sumiswald",42.5,0.7,9.3,7.7,6.2,12.7,4.6,6,1,40.8
"1869",1869,3985,26227,29,2.4,2019,"Sumvitg",14,69.7,4.3,3.4,2.9,3.4,NA,6,1,59.1
"1870",1870,2044,31205,23,12.7,2019,"Surpierre",35.3,17.2,17.6,9.6,2.7,1.8,1.2,28,3,32
"1871",1871,1103,38741,395,14.6,2019,"Sursee",18.2,22.7,17.9,17.8,7.5,NA,0.8,70,7,51.3
"1872",1872,3543,32371,75,14.1,2019,"Surses",21.3,30,13.1,6.3,6.8,8.4,NA,35,4,39.4
"1873",1873,5930,34527,7,21.7,2019,"Suscévaz",31.6,0,18.5,17.2,4.6,0.1,4.6,48,5,44.9
"1874",1874,750,38354,53,8.6,2019,"Sutz-Lattrigen",26.2,1.5,15.9,15,11.5,8.4,5.6,68,7,50.2
"1875",1875,5688,41753,6,23.8,2019,"Syens",28.5,5,13.7,17,3.3,0.5,0.1,79,8,49.5
"1876",1876,2152,32608,47,18.8,2019,"Sâles",21.8,24.6,18.3,8.6,2.8,0.1,2.8,36,4,50.2
"1877",1877,2043,30500,9,22.8,2019,"Sévaz",20.3,15.4,24.7,8.1,5.9,0.2,0.7,24,3,47
"1878",1878,5500,40382,9,33,2019,"Sévery",22.1,4.3,10.9,17.8,6.6,0.3,0,76,8,39.3
"1879",1879,2306,35133,123,7.6,2019,"Tafers",22.3,24.2,17.9,15.3,4.9,0.7,5.1,52,6,48.5
"1880",1880,3733,33236,41,17.4,2019,"Tamins",26.2,9.8,23.6,6.3,7.1,9.7,NA,41,5,46.3
"1881",1881,5729,70506,112,31.6,2019,"Tannay",15.9,4.9,13.8,17.8,11.9,0.3,0.1,98,10,48.2
"1882",1882,5862,44996,10,38.5,2019,"Tartegnin",21.8,1.9,17.9,10.7,3.7,0.3,1.5,86,9,54.4
"1883",1883,713,26840,96,8.4,2019,"Tavannes",29.7,6.4,20,14.4,2.7,3.2,6.2,8,1,33.3
"1884",1884,2862,30014,25,11.9,2019,"Tecknau",38.1,4.6,17.1,19.2,4.1,2.5,2.3,20,3,34.9
"1885",1885,4320,36361,43,10.5,2019,"Tegerfelden",41.2,16.9,10.5,7.9,4.9,2.3,2,59,6,42.8
