"","...1","ID","net_inc_percap2019","net_inc2019","plr","year","Nom","udc","pdc","ps","pes","pvl","pbd","pev_pcs","perc","dec","taux_participation"
"1349",1349,617,30545,20,6,2019,"Niederhünigen",35.3,1,11.5,9,8.8,10.2,9.3,24,3,50.5
"1350",1350,4204,31303,149,11.8,2019,"Niederlenz",28.9,6.2,25.5,10.7,8.7,3.4,2.6,28,3,42.3
"1351",1351,877,31681,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,NA
"1352",1352,588,30361,11,7,2019,"Niederried bei Interlaken",30.1,0.2,14.6,16.6,9.8,7,1.4,23,3,40.7
"1353",1353,4035,44797,185,17.2,2019,"Niederrohrdorf",24.6,10.7,13.6,7.5,9.7,11.4,2.9,86,9,52
"1354",1354,91,43417,133,12.6,2019,"Niederweningen",32.2,5,12.3,14.5,12.9,1.7,3.2,83,9,47.1
"1355",1355,4072,37962,107,12,2019,"Niederwil (AG)",38.5,19.3,10.8,5.4,6.7,3.7,2.4,67,7,45.1
"1356",1356,982,32892,55,9.2,2019,"Niederönz",30.8,1,14,9.4,9.9,10,5.7,38,4,45.8
"1357",1357,724,35242,27,8.6,2019,"Nods",25.8,2.3,12.6,19.1,10.2,2.6,7.6,53,6,33.6
"1358",1358,2213,36804,26,22.5,2019,"Noréaz",11.9,16.6,20.6,14.3,4.9,1.7,2.1,61,7,47.4
"1359",1359,1094,36059,143,14,2019,"Nottwil",32.5,24.3,9.3,11.3,6.9,NA,1,57,6,51.6
"1360",1360,5207,30561,25,17.7,2019,"Novaggio",16.1,10.6,17.4,12.9,0.7,NA,NA,24,3,48.7
"1361",1361,5564,34098,3,15.8,2019,"Novalles",33.6,0,15.2,11.7,10.4,0,2.6,45,5,56.3
"1362",1362,5260,37327,88,20.2,2019,"Novazzano",9.7,23.9,9.9,8.7,1.4,NA,NA,64,7,58.6
"1363",1363,5408,32801,38,25.4,2019,"Noville",33.5,1.4,15.9,10.5,7.4,0.3,1.3,37,4,40.3
"1364",1364,2478,43056,64,12.9,2019,"Nuglar-St. Pantaleon",30.5,11.9,11.6,21.9,7.5,2.2,0.3,82,9,45.3
"1365",1365,2621,37616,71,19.3,2019,"Nunningen",35.4,24.1,7.7,6.5,4.1,1.6,0.8,65,7,47.4
"1366",1366,2854,47760,13,19.1,2019,"Nusshof",27.8,5.2,16.5,23.2,4.8,0.5,2.9,89,9,43.6
"1367",1367,2035,29878,13,14.8,2019,"Nuvilly",30.9,12.4,16.1,15.3,2.8,0,3.8,20,2,39.9
"1368",1368,5724,46903,1006,21.5,2019,"Nyon",13.7,2.6,22.8,20.8,10.8,0.4,1.3,88,9,39
"1369",1369,64,53566,300,16.6,2019,"Nürensdorf",44.7,3.5,9,6.1,11.2,2.3,3.3,93,10,45.4
"1370",1370,357,31842,27,3.3,2019,"Oberbalm",55.7,0.4,7.4,8.6,4.2,8.6,2.5,32,4,54.4
"1371",1371,983,34554,60,11.7,2019,"Oberbipp",41.8,1.4,13,7.9,7.4,5.7,2.5,48,5,41.8
"1372",1372,2406,34993,80,17.7,2019,"Oberbuchsiten",31,23.9,11,6.6,5.4,1.8,1.1,51,6,40.9
"1373",1373,418,25658,76,4.6,2019,"Oberburg",44.2,0.7,12.3,7.3,6.3,12.4,3.1,5,1,45.9
"1374",1374,3424,37797,172,14,2019,"Oberbüren",42.7,21.6,7.7,6.7,4.3,0.7,1,66,7,40.5
"1375",1375,619,33105,117,9.9,2019,"Oberdiessbach",37.5,0.9,10.3,10.6,7.6,6.7,7.6,40,4,50.6
"1376",1376,2892,31742,76,13.7,2019,"Oberdorf (BL)",28.9,8.2,18.3,19.1,5.3,0.8,5.5,31,4,40.3
"1377",1377,1508,35353,110,NA,2019,"Oberdorf (NW)",70.2,29.8,NA,NA,NA,NA,NA,54,6,53.6
"1378",1378,2553,45241,79,20.9,2019,"Oberdorf (SO)",17.4,13.3,16.8,15.6,12.1,1.7,0.9,86,9,54.2
"1379",1379,3111,34497,65,NA,2019,"Oberegg",19.9,70,8.6,NA,NA,NA,NA,48,5,40.6
"1380",1380,65,43456,49,9,2019,"Oberembrach",51.3,2.9,10.2,8.7,7.2,2.1,1.3,84,9,53.2
"1381",1381,6112,23124,3,2.4,2019,"Oberems",31.4,44.4,11.8,7.2,2.4,NA,0.5,2,1,50.9
"1382",1382,245,40883,275,15.1,2019,"Oberengstringen",33.2,5.7,17.9,9.5,11.8,1.8,2.4,77,8,35.9
"1383",1383,4010,31803,271,15.2,2019,"Oberentfelden",31.9,6.8,17,8.3,6.9,3.8,4.6,31,4,39.8
"1384",1384,2528,35936,44,17.2,2019,"Obergerlafingen",32.3,5.4,25.8,6.6,5.5,3.3,0.7,57,6,40.5
"1385",1385,92,30286,219,10.9,2019,"Oberglatt",41.4,3.3,15.2,7,10,1.5,4,22,3,27.5
"1386",1386,6076,26604,17,1.3,2019,"Obergoms",33.4,56.3,4.7,2.8,1.4,NA,0.1,7,1,63.6
"1387",1387,2497,31591,72,14.2,2019,"Obergösgen",25.9,13.7,34.4,6.1,4.2,0.4,0.6,30,3,44.4
"1388",1388,2972,31837,14,4.5,2019,"Oberhallau",58.2,0.7,19,2.3,5,NA,2,32,4,67.2
"1389",1389,3375,27005,34,12.3,2019,"Oberhelfenschwil",35.5,25.8,9.6,8.2,3.6,0.6,2.3,8,1,51.4
"1390",1390,4173,32957,19,5.7,2019,"Oberhof",38,11.1,15.5,13.7,6.2,4.1,1.2,38,4,50.5
"1391",1391,934,46755,113,14.2,2019,"Oberhofen am Thunersee",28.7,1,14.3,13.5,11.4,8.8,2.4,88,9,59.8
"1392",1392,629,25669,8,1.8,2019,"Oberhünigen",53.8,0.3,7,5.9,4.5,4.1,3.8,5,1,61.8
"1393",1393,1368,39894,35,16.1,2019,"Oberiberg",58.5,15.1,6,1.5,2.4,NA,0.4,74,8,59.7
"1394",1394,1095,42541,204,17.5,2019,"Oberkirch",20.1,26.6,10.9,13.6,9.9,NA,0.8,81,9,56.6
"1395",1395,4140,29613,81,12.6,2019,"Oberkulm",47.3,4.1,13.2,5.7,4.1,2.3,5.5,19,2,43.3
"1396",1396,935,24656,11,1.5,2019,"Oberlangenegg",69.9,0.2,4.5,4.3,3.7,5,2.2,4,1,50
"1397",1397,4073,54585,111,16.4,2019,"Oberlunkhofen",34.2,13.7,11,9.8,8,1.9,1.5,93,10,51
"1398",1398,4256,35532,37,7,2019,"Obermumpf",32.6,17.9,16.5,10.2,5.3,4,0.8,55,6,40.4
"1399",1399,589,32319,14,4.5,2019,"Oberried am Brienzersee",31.2,0.8,13.7,12.3,10.7,10.9,6.1,35,4,38
"1400",1400,137,65686,329,21.6,2019,"Oberrieden",25.1,5.5,15.1,11.6,13.8,1.2,3,97,10,55
"1401",1401,3254,33401,300,9.9,2019,"Oberriet (SG)",44.1,30.2,4.1,4.5,4.3,0.6,0.7,41,5,42.6
"1402",1402,4037,52378,214,19.9,2019,"Oberrohrdorf",25.2,13.8,11.6,7,10.5,6.2,2.1,92,10,53.8
"1403",1403,4237,37581,58,14.7,2019,"Oberrüti",29.7,17.4,11.7,5.1,11.8,3,3.7,65,7,41.2
"1404",1404,3988,31691,37,3.7,2019,"Obersaxen Mundaun",30.1,46.4,5.6,2.8,4.4,7.1,NA,30,4,49.6
"1405",1405,4038,40771,352,15,2019,"Obersiggenthal",23.4,12.5,20.5,11.4,8.7,2.6,3.3,77,8,50.6
"1406",1406,334,29272,12,2.1,2019,"Obersteckholz",44.3,0.2,10.8,7.4,4.5,16.4,5.3,17,2,44.2
"1407",1407,620,26720,19,3.8,2019,"Oberthal",46.3,0.3,6,7.2,9.1,12.2,4.7,7,1,45.6
"1408",1408,3407,33666,216,17.2,2019,"Oberuzwil",28.6,18.5,11.5,11.2,7.2,0.9,2.6,43,5,43
"1409",1409,93,43549,78,11.6,2019,"Oberweningen",41.5,3.1,11.9,8.6,12.4,2.3,1.7,84,9,47.5
"1410",1410,2771,53446,600,22.6,2019,"Oberwil (BL)",21,11.8,18.1,16.6,6.9,1.2,1.7,93,10,44.7
"1411",1411,391,31118,28,6.8,2019,"Oberwil bei Büren",46.2,1.6,7.8,7.6,11.6,9.2,1.1,27,3,46.2
"1412",1412,766,21829,17,3.4,2019,"Oberwil im Simmental",62.3,0.1,6.1,2.8,3.1,4.2,1,1,1,60.7
"1413",1413,4074,66953,165,15.8,2019,"Oberwil-Lieli",42.1,8.2,9.7,7.2,11.5,2.2,1.2,98,10,56.2
"1414",1414,1706,76420,477,11.6,2019,"Oberägeri",30,38.9,3.6,11.1,3.1,NA,1.6,99,10,57.5
"1415",1415,10,37132,212,11.5,2019,"Obfelden",33.7,6.4,14.6,8.5,14.6,1.8,5.3,63,7,43.1
"1416",1416,985,24357,14,1.5,2019,"Ochlenberg",48.9,0.3,4.9,5,4.9,15.2,7.6,3,1,55.4
"1417",1417,2529,36824,32,18.7,2019,"Oekingen",24,15.4,18.2,11.7,7.4,2.1,1.8,61,7,50.6
"1418",1418,2407,32865,206,20.6,2019,"Oensingen",34.5,15,14.5,6.1,5.7,1.3,0.5,38,4,40
"1419",1419,335,25124,6,5,2019,"Oeschenbach",56.4,0.2,1.2,1.2,0.9,10.7,9.3,4,1,36.6
"1420",1420,4175,39458,41,11.9,2019,"Oeschgen",32.4,15.9,11,8.7,9.1,5.6,2.7,72,8,38.8
"1421",1421,157,33442,162,9.1,2019,"Oetwil am See",42.3,3.5,11.5,8.7,12.5,2.9,2.3,42,5,36.5
"1422",1422,246,52676,132,23.5,2019,"Oetwil an der Limmat",42.7,5.6,8,6.2,10.5,0.6,1.6,93,10,40.6
"1423",1423,4280,31409,443,12.2,2019,"Oftringen",33.5,6.3,19.3,7.7,7.4,3.1,6.8,29,3,33.4
"1424",1424,5680,33949,10,20.3,2019,"Ogens",29.3,1.4,11.6,25.9,4.3,0,2.2,44,5,42.5
"1425",1425,5409,39953,302,30.5,2019,"Ollon",18.9,2.1,15.1,15.9,8.7,0.9,0.8,74,8,47.4
"1426",1426,4257,62139,22,14.5,2019,"Olsberg",32.6,11.7,20.9,8.9,5.2,2.2,1.9,97,10,50.4
"1427",1427,2581,37539,691,15.8,2019,"Olten",16.1,8.3,26.2,20.1,8.7,1.7,1.8,65,7,49.3
"1428",1428,2855,31378,16,9.5,2019,"Oltingen",31.4,1.3,15.2,38.4,2,0.9,1.4,29,3,58.5
"1429",1429,6631,33142,632,12.8,2019,"Onex",15,7.2,16.7,23.1,4.8,0.4,0.8,40,4,35.7
"1430",1430,5565,37817,19,11.5,2019,"Onnens (VD)",15.8,1.2,22.8,23.9,15.4,0.9,1.5,66,7,43.7
"1431",1431,5136,28203,19,17.9,2019,"Onsernone",8.1,8,10.9,36.9,0.8,NA,NA,12,2,42.8
"1432",1432,66,35506,746,12.8,2019,"Opfikon",34.9,5.9,14.7,7.7,15.6,1.8,3.3,55,6,27.1
"1433",1433,5923,27944,6,22.7,2019,"Oppens",28.4,0.6,12.1,20.6,12.3,0.2,0,11,2,49.6
"1434",1434,622,37325,24,4.6,2019,"Oppligen",37.6,1.3,7.4,12.1,15,7.9,4.1,63,7,49.3
"1435",1435,5757,29533,207,20.4,2019,"Orbe",19.8,2.1,23.9,19.9,6.9,0.2,1.2,18,2,35.3
"1436",1436,5924,35400,12,17.5,2019,"Orges",36,1.8,12.9,13.6,8.9,0.2,2.8,54,6,40.3
"1437",1437,5208,50161,74,22.1,2019,"Origlio",14.2,8.7,16.8,13.9,2,NA,NA,91,10,55.7
"1438",1438,2856,39002,88,15.2,2019,"Ormalingen",30.1,4.7,17.3,23.8,3.2,1,4.5,71,8,41.8
"1439",1439,5410,29341,34,26.9,2019,"Ormont-Dessous",32.7,1.8,17.5,11.1,4,0.5,0,17,2,43.9
"1440",1440,5411,37001,53,44.5,2019,"Ormont-Dessus",21.3,2,11.8,10.5,4.8,0.7,0.1,62,7,47.5
"1441",1441,5493,33875,14,18.2,2019,"Orny",28,1,12.2,20.4,9.4,0.2,1,44,5,43.8
"1442",1442,5805,29725,168,19.3,2019,"Oron",24.4,2,19.5,18.7,6.2,0.3,1.9,19,2,42.4
"1443",1443,744,30505,88,6.8,2019,"Orpund",37,1.5,19.5,8.6,7.4,6.7,4.4,24,3,37.1
"1444",1444,5121,46512,33,21.7,2019,"Orselina",10.6,13.6,11.4,18.2,5.1,NA,NA,88,9,53
"1445",1445,6034,30089,95,24.3,2019,"Orsières",12.1,44.2,8.7,6.9,0.5,NA,1.8,21,3,61.1
"1446",1446,438,32224,39,5.8,2019,"Orvin",35.4,2.3,18.1,19.9,4.6,2.8,4.3,34,4,36.7
"1447",1447,5925,33219,7,12.7,2019,"Orzens",43.7,0.1,8.6,20.4,6.1,0,6.3,41,5,59.7
"1448",1448,37,36997,62,12.2,2019,"Ossingen",40.6,3.1,10.5,9.8,11.6,2.6,5.9,62,7,50.1
"1449",1449,363,31233,555,8.2,2019,"Ostermundigen",22,4,21,14.2,10.5,9.3,5.2,28,3,41.3
"1450",1450,94,40582,121,9.9,2019,"Otelfingen",37.1,3.8,11.6,8.7,21.1,2,2.6,76,8,47.2
"1451",1451,4205,34091,100,10.7,2019,"Othmarsingen",36.8,9.2,13.9,7.7,8,4.9,4.9,45,5,39.4
"1452",1452,11,43896,114,13.1,2019,"Ottenbach",32.3,3.6,13.7,10.7,16.8,2.9,3.9,84,9,52.4
"1453",1453,5529,41452,25,28.6,2019,"Oulens-sous-Echallens",25,2.7,12.4,15.1,10.8,0.2,1,79,8,51.6
"1454",1454,5530,38442,22,24.7,2019,"Pailly",33.8,3.8,10.5,10.9,9.7,0.4,2.1,69,7,44.8
"1455",1455,5494,39519,44,17.3,2019,"Pampigny",20.4,1.4,21.4,25.1,7.6,0.3,1,73,8,42.9
"1456",1456,5210,47212,203,28.3,2019,"Paradiso",11.5,12.1,9.8,11.7,0.5,NA,NA,89,9,43.8
"1457",1457,5588,67863,104,35.1,2019,"Paudex",10.8,4.7,17.1,15.1,11.1,0.3,0.9,98,10,45.9
"1458",1458,5822,24436,245,32.1,2019,"Payerne",22.5,1.8,20.7,12.2,4.4,0.5,1.3,4,1,35.3
"1459",1459,5495,32950,107,23.7,2019,"Penthalaz",23,1.1,22.8,17.2,4.8,0.6,2.9,38,4,36
"1460",1460,5496,38751,68,17.7,2019,"Penthaz",21.2,2.2,24.3,17.8,9.4,0.7,0.9,70,7,40.3
"1461",1461,5531,40377,17,32,2019,"Penthéréaz",16.2,1,14.1,14.8,14.8,1.8,0.6,75,8,49.3
"1462",1462,6632,42633,132,15,2019,"Perly-Certoux",17.6,10.5,9.2,26.8,6.4,0.1,0.4,81,9,40.6
"1463",1463,701,30173,14,5.7,2019,"Perrefitte",41.3,14.6,8.5,9.8,1.8,2.2,3.5,22,3,39.5
"1464",1464,5860,58845,88,27.6,2019,"Perroy",23.9,3.3,15,14.3,10,0.5,1.3,96,10,49.2
"1465",1465,5076,31196,10,19.8,2019,"Personico",2.9,26.6,19.9,9.1,0.3,NA,NA,28,3,56.3
"1466",1466,6412,29401,170,22.6,2019,"Peseux",13.4,2.5,17.3,17.9,15.1,NA,NA,17,2,36.1
"1467",1467,716,21975,9,2.3,2019,"Petit-Val",48.8,6.1,6.6,13,1.5,3.4,5.3,2,1,55
"1468",1468,1139,32414,86,11.8,2019,"Pfaffnau",32.1,33.9,7.2,9,4.2,NA,0.8,35,4,43.5
"1469",1469,2772,62234,147,24.6,2019,"Pfeffingen",30.3,11.8,13.7,12,5.1,1.1,1.4,97,10,51.2
"1470",1470,224,34966,136,9.1,2019,"Pfungen",37.8,3.5,13.9,11.3,12.5,2.2,4.4,51,6,39.7
"1471",1471,4841,33276,69,7.9,2019,"Pfyn",50.5,8.6,8.1,9.6,6.7,3.3,2.2,41,5,43
"1472",1472,3294,27967,44,10.4,2019,"Pfäfers",38.9,29.5,7,4.2,7.4,1.6,0.5,11,2,49
"1473",1473,177,43083,524,11.3,2019,"Pfäffikon",30.8,2.7,13.8,13.8,12.1,1.8,9.4,83,9,48.1
"1474",1474,2216,56004,9,27,2019,"Pierrafortscha",21.5,12.4,9.8,22.2,2.6,0.5,3.3,94,10,54.9
"1475",1475,392,26702,124,8.8,2019,"Pieterlen",37.4,2,15.1,8.5,7.2,7.9,4.6,7,1,31.3
"1476",1476,2299,29994,109,7.5,2019,"Plaffeien",33.6,27,10.5,9.4,4,0.3,4,20,3,38.3
"1477",1477,6633,45633,485,18.8,2019,"Plan-les-Ouates",14,11.5,11.5,24,5.9,0.2,0.5,87,9,41.9
"1478",1478,2300,33127,34,8.7,2019,"Plasselb",40.8,24.3,12.6,5.6,4.1,0.1,2.2,40,4,37.7
"1479",1479,726,33115,67,5.6,2019,"Plateau de Diesse",22.9,3.7,20.5,26.5,7.9,1.2,2.6,40,4,34.6
"1480",1480,6719,27017,10,12.4,2019,"Pleigne",24.8,23.4,16.6,14.8,NA,NA,7.9,8,1,46.4
"1481",1481,936,26517,7,3.8,2019,"Pohlern",67.1,0.3,5.7,2.3,2.5,9,3.6,7,1,46.3
"1482",1482,5533,36854,31,23.3,2019,"Poliez-Pittet",25.7,10,14.2,13,9.1,0.2,0.6,62,7,42.5
"1483",1483,5077,27513,22,7.8,2019,"Pollegio",10.4,15.8,34.8,9,0.2,NA,NA,9,1,50.7
"1484",1484,5497,26434,22,18.2,2019,"Pompaples",21.7,1.2,21.3,16.7,4.8,1.4,1.8,7,1,36.8
"1485",1485,5926,39229,31,18.8,2019,"Pomy",28.3,1.3,10.3,23,7.7,5.7,0.2,71,8,49.6
"1486",1486,2122,38021,73,23.4,2019,"Pont-en-Ogoz",16.9,15.3,23.2,12.7,3.9,0.2,2.5,67,7,44.8
"1487",1487,2147,39817,24,20.3,2019,"Pont-la-Ville",19.2,34.3,12.5,8.7,2.7,0.2,0.8,74,8,45.2
"1488",1488,5212,38522,73,22.3,2019,"Ponte Capriasca",12.2,7.8,16.2,15,1.3,NA,NA,69,7,51.9
"1489",1489,5213,32004,25,28.2,2019,"Ponte Tresa",20,11.1,7.4,7.8,1.5,NA,NA,33,4,48.1
"1490",1490,2217,31411,24,16.1,2019,"Ponthaux",20,16.2,20.8,10.9,6.1,0.6,4,29,3,37.4
"1491",1491,3784,48198,103,28.4,2019,"Pontresina",26,6.9,13.2,5,7.2,13.3,NA,89,9,44.2
"1492",1492,6800,33304,219,12.2,2019,"Porrentruy",9.2,26.8,26,17.2,NA,NA,8.6,41,5,45.1
"1493",1493,745,40103,149,14.7,2019,"Port",28.8,1.7,15.7,11.8,9.5,8.4,3.1,75,8,44.1
"1494",1494,6154,29877,126,30.9,2019,"Port-Valais",21.7,16.2,12.7,13.6,0.6,NA,2.4,20,2,40.6
"1495",1495,5214,66761,102,27.8,2019,"Porza",12.9,18.9,10.3,10.8,1.3,NA,NA,98,10,57.1
"1496",1496,3561,26414,92,11,2019,"Poschiavo",36,20.2,18.5,2.3,7.6,4.4,NA,6,1,42
"1497",1497,5725,57589,235,24.3,2019,"Prangins",15.5,4.5,19.8,17.3,13.4,0.3,1,95,10,43.9
"1498",1498,5078,28408,12,30.8,2019,"Prato (Leventina)",9.1,20.9,8.8,9.6,0.6,NA,NA,13,2,58.5
"1499",1499,2831,32445,540,14.1,2019,"Pratteln",24.8,8.3,27.1,19.2,3.2,1.2,2.2,35,4,34.3
"1500",1500,6634,59961,226,30,2019,"Pregny-Chambésy",13.6,7.6,9.5,21,7.1,0.1,0.9,96,10,47.8
"1501",1501,5759,31998,7,19.7,2019,"Premier",24,0.4,16,23.2,4.6,1.2,1.3,33,4,53.6
"1502",1502,6635,63893,46,18.3,2019,"Presinge",13.8,8.3,8.3,30.7,3.9,2.3,0.5,97,10,47.2
"1503",1503,2221,35238,40,15,2019,"Prez-vers-Noréaz",19.4,11,32.6,8.9,6,0.6,2.5,53,6,45.9
"1504",1504,5589,29143,362,20,2019,"Prilly",13.3,3.4,27.5,21,5.7,0.2,1,16,2,37.4
"1505",1505,5566,28243,11,8.9,2019,"Provence",36,0.3,23.9,18.6,6.4,2.3,0.2,12,2,41.9
"1506",1506,5643,45482,238,25,2019,"Préverenges",14.4,1.9,22.7,18,11.5,0.1,1.1,87,9,42.9
"1507",1507,2038,29111,2,7.1,2019,"Prévondavaux",56.5,8.3,19,8.9,0,0,0,16,2,53.3
"1508",1508,5683,32225,6,21.4,2019,"Prévonloup",30.5,0.7,26.8,15.4,4.6,0,0,34,4,39.6
"1509",1509,5607,34278,98,25,2019,"Puidoux",18.7,1.8,17.7,19.3,10.3,0.6,1,46,5,46.2
"1510",1510,5590,58730,1084,30.2,2019,"Pully",11.7,2.6,19.8,19.7,10.1,0.2,0.5,95,10,49.2
"1511",1511,6636,45629,113,15.9,2019,"Puplinge",15.5,8.2,9.4,31.1,8,1,0.7,87,9,45.8
"1512",1512,5216,35864,48,14.2,2019,"Pura",14.3,20.7,14,10.3,0.8,NA,NA,57,6,56.8
"1513",1513,450,30786,58,9.4,2019,"Péry-La Heutte",38,4.6,18,11.9,5.4,4.1,1.7,26,3,31
"1514",1514,3295,31899,94,10.2,2019,"Quarten",44.9,21.6,6.7,6.5,5.6,1.2,0.4,32,4,41.5
"1515",1515,5079,28016,29,29.4,2019,"Quinto",12.1,21.4,9.2,5.8,0.2,NA,NA,12,2,60.6
"1516",1516,309,35776,46,5.1,2019,"Radelfingen",41.5,1.4,9.1,11.3,9.6,12.4,3.4,56,6,51.1
"1517",1517,67,38400,179,9.1,2019,"Rafz",36.5,3.3,16.3,11,12.1,1.8,4,68,7,46.9
"1518",1518,1037,38697,110,22.1,2019,"Rain",25.7,33.1,5.8,5.8,6.4,NA,0.6,70,7,55
"1519",1519,2832,51212,36,14.8,2019,"Ramlinsburg",26,6.1,18.6,26.7,4.2,0.7,2.9,92,10,54.1
"1520",1520,2963,30954,45,6,2019,"Ramsen",58.1,6.1,15.2,6,2.9,NA,1.8,26,3,58.8
"1521",1521,5760,35433,18,30.7,2019,"Rances",23.3,0.4,21.8,13.8,4.6,0.9,0.9,54,6,55.2
"1522",1522,6287,25311,11,1.6,2019,"Randa",24,57.9,11.9,4.2,0.3,NA,0.2,4,1,63.2
"1523",1523,4846,36636,15,3.3,2019,"Raperswilen",69.1,8.9,3.4,3.8,2.5,4.7,0.6,60,6,54.3
"1524",1524,310,39297,101,7,2019,"Rapperswil (BE)",42.2,1.1,11.3,9.4,7.8,12.2,3.2,72,8,45.3
"1525",1525,3340,46890,1279,17.2,2019,"Rapperswil-Jona",25.5,13,12.9,18,10.1,0.5,1.1,88,9,44.1
"1526",1526,6199,33160,64,0.9,2019,"Raron",24.3,62.4,5.5,5.5,1.2,NA,0.1,40,4,62.9
"1527",1527,1212,39199,6,NA,2019,"Realp",47.5,40.7,10.2,NA,NA,NA,NA,71,8,53.3
"1528",1528,3255,32219,146,12.5,2019,"Rebstein",36.8,21.9,12.9,8.1,5.6,0.3,0.7,34,4,38.5
"1529",1529,715,20305,1,0,2019,"Rebévelier",47.3,8,5.4,8.5,0,0.3,7.1,1,1,74.3
"1530",1530,2530,36212,73,17.3,2019,"Recherswil",29.6,10.1,21.2,7.9,6.7,3.7,0.9,58,6,42
"1531",1531,2301,36059,40,8.6,2019,"Rechthalten",30.3,30.3,11.8,10.2,4,0.9,2.3,57,6,40.6
"1532",1532,703,25796,60,8.1,2019,"Reconvilier",39.1,5.4,16.3,10,2.9,2.1,5.6,5,1,37.7
"1533",1533,95,52712,25,14.6,2019,"Regensberg",31.7,4.8,15.7,12.4,12.8,1.3,2.3,93,10,52.3
"1534",1534,96,34981,649,10.6,2019,"Regensdorf",43.6,4.6,14.2,8.8,10.9,1.7,1.9,51,6,33.3
"1535",1535,3034,34754,61,63.3,2019,"Rehetobel",35.4,NA,NA,NA,NA,NA,NA,50,5,44.2
"1536",1536,567,26676,97,4.9,2019,"Reichenbach im Kandertal",54.1,0.4,6.7,4.4,10.4,6.1,2.5,7,1,48.2
"1537",1537,1345,37510,143,18.6,2019,"Reichenburg",43.8,11.3,16.2,2.4,7.3,NA,0.4,64,7,39.2
"1538",1538,1140,29810,214,18.6,2019,"Reiden",29.1,28.9,9.8,6.9,5.3,NA,0.9,19,2,40.3
"1539",1539,2893,31354,50,11.7,2019,"Reigoldswil",28.6,3.6,26.5,17.5,3.5,1.3,7.2,29,3,44.2
"1540",1540,4141,26672,234,11.9,2019,"Reinach (AG)",44.6,4,13.7,8.2,4.8,2.6,5.3,7,1,35.1
"1541",1541,2773,45346,870,18,2019,"Reinach (BL)",23.6,10.7,23.2,14.7,5.2,1.9,2.6,86,9,39.1
"1542",1542,336,30172,5,1.8,2019,"Reisiswil",69.6,0.5,0.8,7.6,2.1,3.8,0.4,22,3,38.2
"1543",1543,4281,30267,47,6.7,2019,"Reitnau",48.7,2.7,9.9,7.2,5.6,2.2,11.2,22,3,49.4
"1544",1544,4315,29668,29,9,2019,"Rekingen (AG)",43.7,9.3,18.2,8.2,1.9,3,1.5,19,2,35.4
"1545",1545,2333,37490,43,11.3,2019,"Remaufens",23.7,18.6,19.9,14.3,4.9,1,3.4,64,7,42.2
"1546",1546,4039,51349,104,17.8,2019,"Remetschwil",30.4,11.5,7.5,6.8,11.5,7.9,3,92,10,51.8
"1547",1547,4110,37567,46,17.5,2019,"Remigen",36.9,9.4,11.8,7.7,5.1,4.3,4,65,7,56.1
"1548",1548,441,28098,26,5.3,2019,"Renan (BE)",25.3,1.6,15.8,20.1,4.9,6.5,4.5,12,2,33.8
"1549",1549,5591,23806,497,14.6,2019,"Renens (VD)",13.8,2,30.2,19.3,5.1,0.1,1.3,3,1,34
"1550",1550,5412,25793,22,23.3,2019,"Rennaz",19,2.5,25.2,13.8,4.8,0.1,2,5,1,26.9
"1551",1551,3035,35426,25,55.9,2019,"Reute (AR)",41.7,NA,NA,NA,NA,NA,NA,54,6,41.6
"1552",1552,767,30364,30,2.1,2019,"Reutigen",49.4,0.3,6.9,6.8,5.5,12.4,5,23,3,50
"1553",1553,5644,42882,18,25.3,2019,"Reverolle",18.6,3.9,10.9,28.5,7,0.2,0.1,82,9,49.6
"1554",1554,38,36652,48,6,2019,"Rheinau",33,8.2,21.1,12.8,10.7,2.2,1.4,60,6,53.5
"1555",1555,3235,30108,102,20.3,2019,"Rheineck",34.6,11.8,13.2,9.9,5,0.4,1.1,21,3,37.4
"1556",1556,4258,42558,575,15.3,2019,"Rheinfelden",21,8.3,22.2,11.5,12.1,2.6,2,81,9,44.4
"1557",1557,3714,29189,17,17.3,2019,"Rheinwald",26.1,10.8,14.4,3.5,4.3,23.6,NA,16,2,48.3
"1558",1558,3723,29014,45,9.5,2019,"Rhäzüns",29.8,18.5,19.5,5.9,10.1,6.7,NA,16,2,41.3
"1559",1559,2148,36771,103,24.6,2019,"Riaz",16.7,15.2,22.2,11.2,5.5,0.8,1.8,61,7,44.2
"1560",1560,138,45990,627,15.7,2019,"Richterswil",29.2,7.5,13.9,12.6,13.2,1.5,2.9,87,9,44.5
"1561",1561,2857,38861,23,11.9,2019,"Rickenbach (BL)",35.1,3.5,19.4,19.6,5.6,0.1,4.9,70,7,47.1
"1562",1562,1097,29911,102,18.1,2019,"Rickenbach (LU)",34.6,32.3,5.3,6.1,2.9,NA,0.4,20,2,48.4
"1563",1563,2582,43626,45,21.7,2019,"Rickenbach (SO)",34.8,12.1,11.9,8.3,8.1,1.5,0.6,84,9,37.3
"1564",1564,4751,30136,84,13.9,2019,"Rickenbach (TG)",41.1,15.9,10.2,6.7,6.1,2.6,1.6,22,3,33.2
"1565",1565,225,37303,103,11.6,2019,"Rickenbach (ZH)",38.4,4.6,9.4,12.6,13.4,1.4,5.8,63,7,47.6
"1566",1566,6139,29290,93,34.7,2019,"Riddes",20.4,13.4,21.1,6.6,0.5,NA,0.7,17,2,52.5
